主机 IP,主机名,主机状态,业务组,操作系统,系统版本,内核版本,CPU内核数,内存容量,特征,主机备注,整机CPU占用,整机内存占用,内网 IP,外网 IP,主机开机时长
172.17.60.163,WIN-07JP8CKFMC8,online,上海G5Windows,Windows Server,2019 Standard,10.0.17763.107 (WinBuild.160101.0800),2,4.0 GB,[09NotReady],,2.10%,52.92%,172.17.60.163,172.17.60.163,7248h33m29s
172.17.65.163,WIN-AM263DLGION,online,上海G5Windows,Windows Server,2019 Standard,10.0.17763.107 (WinBuild.160101.0800),2,4.0 GB,[09NotReady],,2.08%,51.06%,172.17.65.163,172.17.65.163,7248h25m57s
172.17.200.163,WIN-4VKQNHJF9AH,online,上海G5Windows,Windows Server,2019 Standard,10.0.17763.107 (WinBuild.160101.0800),2,4.0 GB,[09NotReady],,1.85%,57.57%,172.17.200.163,172.17.200.163,7248h56m33s
10.112.65.14,TM19-EDR01,online,厦门TM19Linux,Kylin Linux Advanced Server,V10 (Sword),4.19.90-24.4.v2101.ky10.x86_64,16,14.4 GB,[09NotReady],,28.13%,60.08%,10.112.65.14,10.112.65.14,186h48m43s
10.105.120.148,t18yanfajumprvc,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.8024 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,4.81%,38.42%,10.105.120.148,10.105.120.148,26h5m54s
10.112.64.214,Cmail-Sql02.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,0.35%,16.90%,10.112.64.214,10.112.64.214,2064h7m57s
10.112.64.213,Cmail-Sql01.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,0.18%,20.77%,10.112.64.213,10.112.64.213,1722h55m30s
10.112.64.212,Cmail-Mdb06.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,2.28%,30.45%,10.112.64.212,10.112.64.212,2064h5m19s
10.112.64.211,Cmail-Mdb05.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,2.21%,31.04%,10.112.64.211,10.112.64.211,2064h12m35s
10.112.64.210,Cmail-Mdb04.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,2.71%,38.59%,10.112.64.210,10.112.64.210,2064h2m51s
10.112.64.209,Cmail-Mdb03.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,3.11%,35.66%,10.112.64.209,10.112.64.209,2064h14m49s
10.112.64.208,Cmail-Mdb02.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,2.26%,35.56%,10.112.64.208,10.112.64.208,2064h0m8s
10.112.64.207,Cmail-Mdb01.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,125.5 GB,[09NotReady],厦门邮件系统,1.77%,36.42%,10.112.64.207,10.112.64.207,2064h19m45s
10.112.64.206,Cmail-Cas06.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.57%,27.95%,10.112.64.206,10.112.64.206,2063h58m33s
10.112.64.205,Cmail-Cas05.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.60%,27.85%,10.112.64.205,10.112.64.205,2064h21m41s
10.112.64.204,Cmail-Cas04.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.98%,28.20%,10.112.64.204,10.112.64.204,2063h56m8s
10.112.64.203,Cmail-Cas03.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.85%,27.72%,10.112.64.203,10.112.64.203,2064h26m49s
10.112.64.202,Cmail-Cas02.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.47%,37.69%,10.112.64.202,10.112.64.202,2063h55m23s
10.112.64.201,Cmail-Cas01.tianma.cn,online,厦门TM19Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,64,62.5 GB,[09NotReady],厦门邮件系统,0.75%,40.58%,10.112.64.201,10.112.64.201,2081h18m21s
10.105.64.140,XMOLED-UniServer,online,厦门T18Linux,UniOS,2.0,5.10.218,16,30.6 GB,[09NotReady],,16.84%,48.96%,10.105.64.140,10.105.64.140,7079h57m34s
10.110.14.23,TRPA-Mgt,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,4,15.1 GB,[09NotReady],,3.35%,28.73%,10.110.14.23,10.110.14.23,3236h21m14s
10.110.12.15,plims-test,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,1.48%,23.43%,10.110.12.15,10.110.12.15,3284h49m46s
10.115.90.64,SZLHEDR01,online,深圳龙华linux,Kylin Linux Advanced Server,V10 (Sword),4.19.90-24.4.v2101.ky10.x86_64,16,14.4 GB,[09NotReady],EDR,7.65%,85.28%,10.115.90.64,10.115.90.64,6961h14m1s
172.16.90.64,SZLGEDR01,online,深圳龙岗Linux,Kylin Linux Advanced Server,V10 (Sword),4.19.90-24.4.v2101.ky10.x86_64,8,14.4 GB,[09NotReady],EDR,27.21%,66.94%,172.16.90.64,172.16.90.64,5568h25m34s
10.110.1.102,NS2,online,上海G4.5Windows,Windows Server,2019 Datacenter,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,0.66%,18.80%,10.110.1.102,10.110.1.102,1604h40m38s
10.110.1.230,DLPDNS,online,上海G4.5Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,0.65%,14.50%,10.110.1.230,10.110.1.230,212h4m30s
10.110.1.101,NS1,online,上海G4.5Windows,Windows Server,2019 Datacenter,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,0.68%,22.19%,10.110.1.101,10.110.1.101,4049h52m12s
10.101.140.3,TMWHG6RD002,online,武汉G6弱管理区linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,112,503.6 GB,[09NotReady],,2.55%,12.47%,10.101.140.3,10.101.140.3,355h57m5s
10.101.2.106,PCWGX_Db,online,武汉G6Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,62.5 GB,[09NotReady],,2.07%,12.11%,10.101.2.106,10.101.2.106,1920h17m30s
10.112.64.61,TM19-FeiShu-02,online,厦门TM19Linux,Anolis OS,23.3,6.6.88-4.an23.x86_64,16,15.3 GB,[09NotReady],,2.36%,8.82%,10.112.64.61,10.112.64.61,2029h7m13s
10.110.14.46,TUEM-redis,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,4,15.1 GB,[09NotReady],,3.57%,20.86%,10.110.14.46,10.110.14.46,2086h44m40s
10.110.12.67,PUEM-redis,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,30.8 GB,[09NotReady],,2.67%,10.24%,10.110.12.67,10.110.12.67,2086h45m10s
10.100.6.20,TVulnerMgt,online,上海OLED（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,31.1 GB,[09NotReady],,2.47%,24.17%,10.100.6.20,10.100.6.20,2112h6m54s
10.112.64.60,TM19-FeiShu-01,online,厦门TM19Linux,Anolis OS,23.3,6.6.88-4.an23.x86_64,16,15.3 GB,[09NotReady],,1.10%,8.39%,10.112.64.60,10.112.64.60,2029h5m32s
10.105.66.14,TM18XMRDEDA12,online,厦门T18Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,96,2.0 TB,[09NotReady],,0.13%,2.85%,10.105.66.14,10.105.66.14,2418h13m54s
10.105.66.13,TM18XMRDEDA11,online,厦门T18Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,96,2.0 TB,[09NotReady],,0.12%,2.88%,10.105.66.13,10.105.66.13,2419h55m6s
10.110.12.73,PLark02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,62.5 GB,[09NotReady],,1.39%,5.40%,10.110.12.73,10.110.12.73,2250h33m21s
10.110.12.72,PLark01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,62.5 GB,[09NotReady],,1.41%,5.61%,10.110.12.72,10.110.12.72,2250h33m47s
10.110.13.24,pcms-ng,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,15.6 GB,[09NotReady],,4.52%,8.57%,10.110.13.24,10.110.13.24,2348h27m40s
10.110.13.25,pcms-app01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,3.51%,25.27%,10.110.13.25,10.110.13.25,2348h26m57s
10.110.13.26,pcms-app02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,1.23%,20.69%,10.110.13.26,10.110.13.26,2348h27m30s
10.110.13.27,pcms-db,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,16,31.1 GB,[09NotReady],,1.64%,61.62%,10.110.13.27,10.110.13.27,2348h26m28s
10.110.14.40,TRPACLE01,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,3.59%,21.10%,10.110.14.40,10.110.14.40,545h53m44s
10.110.13.96,PWMSAP14,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20778 (winblue_ltsb_escrow.230105-1521),16,64.0 GB,[09NotReady],,1.65%,4.75%,10.110.13.96,10.110.13.96,1247h45m35s
172.25.200.16,xmltps-zabbix-proxy,online,厦门LTPSLinux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,31.6 GB,[09NotReady],,1.12%,8.15%,172.25.200.16,172.25.200.16,3071h26m1s
10.110.13.75,psessdb,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,31.6 GB,[09NotReady],,4.78%,23.14%,10.110.13.75,10.110.13.75,3192h37m3s
10.110.12.17,PRPA-Db,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,15.3 GB,[09NotReady],,7.15%,21.48%,10.110.12.17,10.110.12.17,3193h53m0s
10.110.12.16,PRPA-Mgt,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,4,15.1 GB,[09NotReady],,7.68%,14.06%,10.110.12.16,10.110.12.16,3194h6m46s
10.115.90.71,SZLHPRT01,online,未分组资产,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,2.74%,17.88%,10.115.90.71,10.115.90.71,1025h7m20s
10.115.90.72,SZLHPRT02,online,未分组资产,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,5.28%,23.18%,10.115.90.72,10.115.90.72,1024h56m7s
10.110.16.203,terpnas,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,2.76%,14.25%,10.110.16.203,10.110.16.203,3379h30m54s
10.110.16.200,werp1,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,16,125.8 GB,[09NotReady],,1.98%,5.12%,10.110.16.200,10.110.16.200,3044h0m20s
10.110.16.201,werp2,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,16,125.8 GB,[09NotReady],,1.42%,4.00%,10.110.16.201,10.110.16.201,3043h53m0s
10.110.16.202,wisp,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,16,125.8 GB,[09NotReady],,2.07%,3.00%,10.110.16.202,10.110.16.202,3043h52m50s
172.16.90.71,SZLGPRT01,online,深圳龙岗Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.77%,24.81%,172.16.90.71,172.16.90.71,1024h56m21s
10.101.2.48,TMWHG6Print02,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,3.83%,20.86%,10.101.2.48,10.101.2.48,158h5m20s
10.101.2.47,TMWHG6Print01,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.91%,14.04%,10.101.2.47,10.101.2.47,157h58m2s
10.110.13.196,PIAM-DB01,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,16,46.8 GB,[09NotReady],,2.38%,71.17%,10.110.13.196,10.110.13.196,3425h59m28s
10.110.13.197,PIAM-DB02,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,16,46.8 GB,[09NotReady],,1.67%,67.83%,10.110.13.197,10.110.13.197,3425h58m59s
10.110.12.179,pdev2mysql02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,24,62.5 GB,[09NotReady],,0.35%,9.35%,10.110.12.179,10.110.12.179,3451h49m36s
10.110.12.178,pdev2mysql01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,24,62.5 GB,[09NotReady],,0.33%,9.14%,10.110.12.178,10.110.12.178,3451h50m42s
10.103.200.81,PBMP6DATA,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.1794 (rs1_release.171008-1615),4,8.0 GB,[09NotReady],,2.35%,37.47%,10.103.200.81,10.103.200.81,3526h47m37s
10.110.13.195,PIAM-Saml,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,2.50%,39.26%,10.110.13.195,10.110.13.195,3525h3m4s
10.110.13.194,PIAM-Redis03,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,30.8 GB,[09NotReady],,4.61%,12.54%,10.110.13.194,10.110.13.194,3525h4m13s
10.110.13.193,PIAM-Redis02,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,30.8 GB,[09NotReady],,2.47%,12.27%,10.110.13.193,10.110.13.193,3525h2m56s
10.110.13.192,PIAM-Redis01,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,30.8 GB,[09NotReady],,2.52%,12.27%,10.110.13.192,10.110.13.192,3525h3m56s
10.110.13.191,PIAM-NG02,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,3.04%,22.99%,10.110.13.191,10.110.13.191,3525h3m34s
10.110.13.190,PIAM-NG01,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,5.88%,22.51%,10.110.13.190,10.110.13.190,3525h2m25s
172.18.11.24,pcloudsino,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,16,126.0 GB,[09NotReady],,10.72%,53.78%,172.18.11.24,172.18.11.24,3692h6m45s
10.103.201.95,ltps-network-zbx,online,厦门LTPSLinux,Anolis OS,8.10,5.10.134-13.an8.x86_64,8,7.5 GB,[09NotReady],,18.22%,34.09%,10.103.201.95,10.103.201.95,3618h7m19s
172.24.110.250,TMCDG45PVS2005,online,成都Windows,Windows Server,2012 R2 Standard,6.3.9600.20625 (winblue_ltsb_escrow.221003-0335),4,12.0 GB,[09NotReady],,1.84%,39.62%,172.24.110.250,172.24.110.250,2528h0m48s
172.24.112.250,TMCDG45PVS2003,online,成都Windows,Windows Server,2012 R2 Standard,6.3.9600.20625 (winblue_ltsb_escrow.221003-0335),4,12.0 GB,[09NotReady],,1.89%,40.00%,172.24.112.250,172.24.112.250,2565h29m9s
10.110.14.152,tqzftp,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,4,7.2 GB,[09NotReady],,1.64%,24.45%,10.110.14.152,10.110.14.152,3714h53m55s
10.110.1.50,sh-printer002,online,上海G4.5Windows,Windows Server,2019 Standard,10.0.17763.5933 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.38%,21.75%,10.110.1.50,10.110.1.50,40h22m3s
10.110.1.49,sh-Printer001,online,上海G4.5Windows,Windows Server,2019 Standard,10.0.17763.5933 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,6.42%,24.25%,10.110.1.49,10.110.1.49,40h25m31s
10.101.4.111,THec-jump01,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,3.78%,51.73%,10.101.4.111,10.101.4.111,1194h35m8s
10.105.66.12,tm18yanfa,online,厦门T18Windows,Windows Server,2022 Standard,10.0.20348.3207 (WinBuild.160101.0800),256,1023.7 GB,[09NotReady],,0.48%,41.06%,10.105.66.12,10.105.66.12,163h24m45s
172.24.100.80,TMCDPRT03,online,成都Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,35.24%,33.82%,172.24.100.80,172.24.100.80,1025h10m55s
192.168.10.142,docker-test-dev,online,上海G4.5（数据中心）Linux,Anolis OS,8.2,4.19.91-23.4.an8.x86_64,4,7.5 GB,[09NotReady],,2.29%,70.54%,192.168.10.142,10.110.62.41,2346h38m4s
192.168.8.213,ecs-image-dev,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,4,7.2 GB,[09NotReady],,3.38%,22.37%,192.168.8.213,10.110.62.40,4104h53m14s
10.100.159.88,tyum,online,上海OLED（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,0.80%,6.06%,10.100.159.88,10.100.159.88,4121h53m6s
10.103.201.218,localhost.localdomain,online,厦门LTPSLinux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,96,503.2 GB,[09NotReady],,0.05%,5.47%,10.103.201.218,10.103.201.218,3813h36m58s
10.110.12.40,PIAM-Ldap,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,1.56%,23.58%,10.110.12.40,10.110.12.40,4219h31m12s
10.110.12.39,PDb-Platform,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.1 GB,[09NotReady],,5.90%,70.49%,10.110.12.39,10.110.12.39,4268h15m59s
172.18.13.30,plihaiyan,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,2.01%,24.89%,172.18.13.30,172.18.13.30,4271h24m40s
10.110.14.44,PRPA-Dev,online,上海G4.5（数据中心）Windows,Windows Server,2022 Standard,10.0.20348.4529 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,2.47%,24.69%,10.110.14.44,10.110.14.44,762h50m1s
172.18.14.68,debsdbnew.tianma.cn,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,16,62.3 GB,[09NotReady],,9.28%,55.49%,172.18.14.68,172.18.14.68,4028h11m46s
10.120.1.29,WUHUPrint2,online,芜湖Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,16.0 GB,[09NotReady],,1.09%,23.69%,10.120.1.29,10.120.1.29,972h5m17s
10.120.1.25,WUHUPrint1,online,芜湖Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,16.0 GB,[09NotReady],,1.12%,32.55%,10.120.1.25,10.120.1.25,972h7m43s
10.110.16.119,dbadminnew,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,2.51%,45.96%,10.110.16.119,10.110.16.119,4359h4m32s
10.100.7.188,trdpmonogo,online,上海OLED（数据中心）Linux,openEuler,24.03 (LTS-SP1),6.6.0-72.0.0.76.oe2403sp1.x86_64,8,62.3 GB,[09NotReady],,2.14%,3.44%,10.100.7.188,10.100.7.188,4459h18m55s
10.110.14.103,tcmsdev,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,6.45%,79.57%,10.110.14.103,10.110.14.103,4681h1m38s
172.22.140.11,TMWHG45DLJK01,online,武汉G4.5Windows,Windows Server,2019 Standard,10.0.17763.6893 (WinBuild.160101.0800),4,16.0 GB,[09NotReady],,4.90%,80.69%,172.22.140.11,172.22.140.11,6979h9m34s
10.101.2.46,LV7000-21C4B5,online,武汉G6Linux,UniOS,2.0,5.10.218,8,30.6 GB,[09NotReady],,35.79%,61.60%,10.101.2.46,10.101.2.46,6686h13m52s
10.101.2.45,TMWHG6ZJ0001,online,武汉G6Windows,Windows,10 Pro,10.0.19041.6216 (WinBuild.160101.0800),4,16.0 GB,[09NotReady],,19.99%,38.10%,10.101.2.45,10.101.2.45,156h51m2s
172.22.100.66,WHG45BLJLOG01,online,武汉G4.5Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],,2.83%,30.93%,172.22.100.66,172.22.100.66,997h2m0s
10.101.2.9,whg6maildata,online,武汉G4.5Linux,CentOS Linux,7.2.1511 (Core) ,3.10.0-327.el7.x86_64,32,125.8 GB,[09NotReady],,3.98%,7.32%,10.101.2.9,10.101.2.9,7742h26m59s
172.22.100.41,WHG45PRINT02,online,武汉G4.5Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.84%,23.87%,172.22.100.41,172.22.100.41,141h23m56s
172.22.100.53,whfileserver02,online,武汉G4.5Windows,Windows Server,2019 Datacenter,10.0.17763.8276 (WinBuild.160101.0800),10,32.0 GB,[09NotReady],,3.50%,14.19%,172.22.100.53,172.22.100.53,141h33m53s
172.22.100.37,tmwhg45edr01.tianmame.cn,online,武汉G4.5Linux,Kylin Linux Advanced Server,V10 (Sword),4.19.90-25.46.v2101.ky10.x86_64,16,22.3 GB,[09NotReady],EDR,23.73%,62.69%,172.22.100.37,172.22.100.37,1125h33m22s
10.110.14.33,TWanLi-Db01,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,16,30.8 GB,[09NotReady],,1.19%,74.95%,10.110.14.33,10.110.14.33,5040h59m39s
10.110.18.110,squid2,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,2.21%,27.88%,10.110.18.110,10.110.18.110,5185h47m14s
10.100.7.17,PCodeBuild,online,上海OLED（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,7.5 GB,[09NotReady],,41.88%,29.50%,10.100.7.17,10.100.7.17,5377h54m16s
10.110.12.177,pzbxproxy2,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,30.8 GB,[09NotReady],,3.92%,18.73%,10.110.12.177,10.110.12.177,5539h53m56s
10.110.17.177,pzbxproxy,online,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,16,46.5 GB,[09NotReady],,2.55%,12.91%,10.110.17.177,10.110.17.177,5567h29m11s
172.18.13.134,PRPACLE35,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],,4.69%,63.23%,172.18.13.134,172.18.13.134,981h59m41s
10.101.2.100,TMWHOLEDFILE01,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),16,64.0 GB,[09NotReady],,10.76%,19.71%,10.101.2.100,10.101.2.100,158h5m37s
10.103.12.58,CXXMPVS2004,online,厦门LTPSWindows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,2.49%,22.80%,10.103.12.58,10.103.12.58,64h22m57s
10.105.64.54,XMoledPrint04,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,32.73%,32.60%,10.105.64.54,10.105.64.54,3852h45m15s
10.105.64.56,XMoledPrint06,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),4,16.0 GB,[09NotReady],,3.82%,26.10%,10.105.64.56,10.105.64.56,3852h37m49s
10.105.64.55,XMoledPrint05,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),4,16.0 GB,[09NotReady],,21.87%,69.14%,10.105.64.55,10.105.64.55,3852h42m12s
10.105.64.53,XMoledPrint03,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,48.17%,34.63%,10.105.64.53,10.105.64.53,1528h30m50s
10.105.64.52,XMoledPrint02,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,6.11%,55.44%,10.105.64.52,10.105.64.52,3853h13m7s
10.105.64.51,XMoledPrint01,online,厦门T18Windows,Windows Server,2019 Standard,10.0.17763.7671 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],黄荣忠,12.38%,83.23%,10.105.64.51,10.105.64.51,3853h33m43s
10.110.16.28,tchatbi03,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,8,31.4 GB,[09NotReady],,9.94%,52.45%,10.110.16.28,10.110.16.28,5711h47m12s
10.110.16.27,tchatbi02,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,126.9 GB,[09NotReady],,3.72%,28.45%,10.110.16.27,10.110.16.27,5711h46m48s
